origin,destination,origin_city,origin_flag,destination_city,destination_flag,airline,airline_emoji,flight_number,aircraft,duration
RJOA,RJCC,Hiroshima,flag_jp,Sapporo,flag_jp,ANA,ANAtail,NH1271,"ANA Boeing 737-800, ANA Airbus A321",2:15
RJCC,RJOA,Sapporo,flag_jp,Hiroshima,flag_jp,ANA,ANAtail,NH1272,"ANA Boeing 737-800, ANA Airbus A321",2:15
ROAH,RJBB,Naha,flag_jp,Osaka Kansai,flag_jp,ANA,ANAtail,NH1734,"ANA Boeing 787-8, ANA Airbus A321",1:30
RJBB,ROAH,Osaka Kansai,flag_jp,Naha,flag_jp,ANA,ANAtail,NH1737,"ANA Boeing 787-8, ANA Airbus A321",1:30
MMMX,RJAA,Mexico City,flag_mx,Tokyo Narita,flag_jp,ANA,ANAtail,NH179,ANA Boeing 787-8,11:00
RJAA,MMMX,Tokyo Narita,flag_jp,Mexico City,flag_mx,ANA,ANAtail,NH180,ANA Boeing 787-8,11:00
PHNL,RJAA,Honolulu,flag_us,Tokyo Narita,flag_jp,ANA,ANAtail,NH181,ANA - Kai Airbus A380,6:30
RJAA,PHNL,Tokyo Narita,flag_jp,Honolulu,flag_us,ANA,ANAtail,NH182,ANA - Kai Airbus A380,6:30
RJTT,EGLL,Tokyo Haneda,flag_jp,London Heathrow,flag_gb,ANA,ANAtail,NH211,ANA Boeing 777-300ER,12:20
EGLL,RJTT,London Heathrow,flag_gb,Tokyo Haneda,flag_jp,ANA,ANAtail,NH212,ANA Boeing 777-300ER,12:20
RJTT,UUEE,Tokyo Haneda,flag_jp,Moscow Sheremetyevo,flag_ru,ANA,ANAtail,NH213,ANA Boeing 777-300ER,8:45
UUEE,RJTT,Moscow Sheremetyevo,flag_ru,Tokyo Haneda,flag_jp,ANA,ANAtail,NH214,ANA Boeing 777-300ER,8:45
RJFF,RJTT,Fukuoka,flag_jp,Tokyo Haneda,flag_jp,ANA,ANAtail,NH262,"ANA Boeing 737-800, ANA Boeing 777-200ER",1:35
RJTT,RJFF,Tokyo Haneda,flag_jp,Fukuoka,flag_jp,ANA,ANAtail,NH263,"ANA Boeing 737-800, ANA Boeing 777-200ER",1:35
RJTT,RJOO,Tokyo Haneda,flag_jp,Osaka Itami,flag_jp,ANA,ANAtail,NH37,ANA Boeing 787-8,0:47
RJOO,RJTT,Osaka Itami,flag_jp,Tokyo Haneda,flag_jp,ANA,ANAtail,NH40,ANA Boeing 787-8,0:47
RJTT,ROAH,Tokyo Haneda,flag_jp,Naha,flag_jp,ANA,ANAtail,NH473,"ANA Boeing 787-8, ANA Boeing 777-200ER",2:30
ROAH,RJTT,Naha,flag_jp,Tokyo Haneda,flag_jp,ANA,ANAtail,NH474,"ANA Boeing 787-8, ANA Boeing 777-200ER",2:30
RJGG,RJAA,Nagoya,flag_jp,Tokyo Narita,flag_jp,ANA,ANAtail,NH492,"ANA Boeing 737-800, ANA Airbus A321",0:55
RJAA,RJGG,Tokyo Narita,flag_jp,Nagoya,flag_jp,ANA,ANAtail,NH495,"ANA Boeing 737-800, ANA Airbus A321",0:55
KLAX,RJAA,Los Angeles,flag_us,Tokyo Narita,flag_jp,ANA,ANAtail,NH5,ANA Boeing 777-300ER,9:10
RJBE,RJCC,Kobe,flag_jp,Sapporo,flag_jp,ANA,ANAtail,NH577,ANA Airbus A321,2:00
RJCC,RJBE,Sapporo,flag_jp,Kobe,flag_jp,ANA,ANAtail,NH578,ANA Airbus A321,2:00
RJAA,KLAX,Tokyo Narita,flag_jp,Los Angeles,flag_us,ANA,ANAtail,NH6,ANA Boeing 777-300ER,9:10
RJCC,RJTT,Sapporo,flag_jp,Tokyo Haneda,flag_jp,ANA,ANAtail,NH626,"ANA Boeing 787-8, ANA Boeing 777-200ER",1:35
RJTT,RJCC,Tokyo Haneda,flag_jp,Sapporo,flag_jp,ANA,ANAtail,NH627,"ANA Boeing 787-8, ANA Boeing 777-200ER",1:35
KSFO,RJAA,San Francisco,flag_us,Tokyo Narita,flag_jp,ANA,ANAtail,NH7,ANA Boeing 777-300ER,8:30
RJOO,RJFU,Osaka Itami,flag_jp,Nagasaki,flag_jp,ANA,ANAtail,NH787,ANA Boeing 737-800,1:00
RJFU,RJOO,Nagasaki,flag_jp,Osaka Itami,flag_jp,ANA,ANAtail,NH788,ANA Boeing 737-800,1:00
RJAA,KSFO,Tokyo Narita,flag_jp,San Francisco,flag_us,ANA,ANAtail,NH8,ANA Boeing 777-300ER,8:30
RJAA,WSSS,Tokyo Narita,flag_jp,Singapore,flag_sg,ANA,ANAtail,NH801,"ANA Boeing 777-300ER, ANA Boeing 787-10",6:20
WSSS,RJAA,Singapore,flag_sg,Tokyo Narita,flag_jp,ANA,ANAtail,NH802,"ANA Boeing 777-300ER, ANA Boeing 787-10",6:20
RJAA,VABB,Tokyo Narita,flag_jp,Mumbai,flag_in,ANA,ANAtail,NH829,ANA Boeing 787-9,9:30
VABB,RJAA,Mumbai,flag_in,Tokyo Narita,flag_jp,ANA,ANAtail,NH830,ANA Boeing 787-9,9:30
RJTT,VIDP,Tokyo Haneda,flag_jp,Delhi,flag_in,ANA,ANAtail,NH837,ANA Boeing 787-9,9:20
VIDP,RJTT,Delhi,flag_in,Tokyo Haneda,flag_jp,ANA,ANAtail,NH838,ANA Boeing 787-9,9:20
RJTT,VHHH,Tokyo Haneda,flag_jp,Hong Kong,flag_hk,ANA,ANAtail,NH859,"ANA Boeing 787-9, ANA Boeing 787-10",4:00
VHHH,RJTT,Hong Kong,flag_hk,Tokyo Haneda,flag_jp,ANA,ANAtail,NH860,"ANA Boeing 787-9, ANA Boeing 787-10",4:00
RJAA,ZSPD,Tokyo Narita,flag_jp,Shanghai Pudong,flag_cn,ANA,ANAtail,NH919,"ANA Boeing 787-8, ANA Boeing 777-200ER",2:55
ZSPD,RJAA,Shanghai Pudong,flag_cn,Tokyo Narita,flag_jp,ANA,ANAtail,NH920,"ANA Boeing 787-8, ANA Boeing 777-200ER",2:55
RJTT,RJBB,Tokyo Haneda,flag_jp,Osaka Kansai,flag_jp,ANA,ANAtail,NH95,"ANA Boeing 787-8, ANA Airbus A321, ANA Boeing 777-200ER",1:00
RJTT,ZBAA,Tokyo Haneda,flag_jp,Beijing,flag_cn,ANA,ANAtail,NH961,ANA Boeing 777-300ER,3:30
ZBAA,RJTT,Beijing,flag_cn,Tokyo Haneda,flag_jp,ANA,ANAtail,NH962,ANA Boeing 777-300ER,3:30
OPIS,UBBB,Islamabad,flag_pk,Baku,flag_az,Pakistan International Airlines,piatail,PK155,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",4:07
UBBB,OPIS,Baku,flag_az,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK156,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",4:14
OPIS,LOWW,Islamabad,flag_pk,Vienna,flag_at,Pakistan International Airlines,piatail,PK175,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER",6:45
LOWW,OPIS,Vienna,flag_at,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK176,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER",6:36
OPST,OKKK,Sialkot,flag_pk,Kuwait City,flag_kw,Pakistan International Airlines,piatail,PK207,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",6:40
OKKK,OPST,Kuwait City,flag_kw,Sialkot,flag_pk,Pakistan International Airlines,piatail,PK208,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",5:45
OPIS,OMSJ,Islamabad,flag_pk,Sharjah,flag_ae,Pakistan International Airlines,piatail,PK253,Pakistan International Airlines Airbus A320,3:00
OMSJ,OPIS,Sharjah,flag_ae,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK254,Pakistan International Airlines Airbus A320,3:00
OPPS,OTHH,Peshawar,flag_pk,Doha,flag_qa,Pakistan International Airlines,piatail,PK287,Pakistan International Airlines Airbus A320,3:20
OTHH,OPPS,Doha,flag_qa,Peshawar,flag_pk,Pakistan International Airlines,piatail,PK288,Pakistan International Airlines Airbus A320,3:20
OPIS,OOMS,Islamabad,flag_pk,Muscat,flag_om,Pakistan International Airlines,piatail,PK291,Pakistan International Airlines Airbus A320,2:30
OOMS,OPIS,Muscat,flag_om,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK292,Pakistan International Airlines Airbus A320,2:30
OPKC,OPIS,Karachi,flag_pk,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK300,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",2:25
OPIS,OPKC,Islamabad,flag_pk,Karachi,flag_pk,Pakistan International Airlines,piatail,PK301,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR",2:20
OPIS,OPSD,Islamabad,flag_pk,Skardu,flag_pk,Pakistan International Airlines,piatail,PK451,"Pakistan International Airlines Airbus A320, Generic Bombardier Dash 8-Q400",1:50
OPSD,OPIS,Skardu,flag_pk,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK452,"Pakistan International Airlines Airbus A320, Generic Bombardier Dash 8-Q400",1:45
OPKC,EGCC,Karachi,flag_pk,Manchester,flag_gb,Pakistan International Airlines,piatail,PK731,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",8:30
EGCC,OPKC,Manchester,flag_gb,Karachi,flag_pk,Pakistan International Airlines,piatail,PK732,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",8:30
OEMA,OPKC,Medina,flag_sa,Karachi,flag_pk,Pakistan International Airlines,piatail,PK743,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",5:00
OEMA,OPKC,Medina,flag_sa,Karachi,flag_pk,Pakistan International Airlines,piatail,PK744,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",5:00
OEPA,OEMA,Qaisumah,flag_sa,Medina,flag_sa,Pakistan International Airlines,piatail,PK747,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",5:00
OEMA,OEPA,Medina,flag_sa,Qaisumah,flag_sa,Pakistan International Airlines,piatail,PK748,"Pakistan International Airlines Airbus A320, Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",5:00
OPIS,LFPG,Islamabad,flag_pk,Paris Charles de Gaulle,flag_fr,Pakistan International Airlines,piatail,PK749,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",7:00
LFPG,OPIS,Paris Charles de Gaulle,flag_fr,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK750,"Pakistan International Airlines Boeing 777-200LR, Generic Boeing 777-300ER, Generic Boeing 777-200ER",7:00
OPIS,EGPF,Islamabad,flag_pk,Glasgow,flag_gb,Pakistan International Airlines,piatail,PK8711,Pakistan International Airlines Boeing 747-200,8:20
EGPF,OPIS,Glasgow,flag_gb,Islamabad,flag_pk,Pakistan International Airlines,piatail,PK8711,Pakistan International Airlines Boeing 747-200,8:20
OPKC,KJFK,Karachi,flag_pk,New York JFK,flag_us,Pakistan International Airlines,piatail,PK8713A,Pakistan International Airlines Boeing 747-200,14:20
KJFK,KIAH,New York JFK,flag_us,Houston,flag_us,Pakistan International Airlines,piatail,PK8713B,Pakistan International Airlines Boeing 747-200,3:35
KIAH,KJFK,Houston,flag_us,New York JFK,flag_us,Pakistan International Airlines,piatail,PK8713C,Pakistan International Airlines Boeing 747-200,3:10
KJFK,OPKC,New York JFK,flag_us,Karachi,flag_pk,Pakistan International Airlines,piatail,PK8713D,Pakistan International Airlines Boeing 747-200,12:55
OPKC,HECA,Karachi,flag_pk,Cairo,flag_eg,Pakistan International Airlines,piatail,PK8743,Philippine Airlines MD-11,5:30
HECA,OPKC,Cairo,flag_eg,Karachi,flag_pk,Pakistan International Airlines,piatail,PK8744,Pakistan International Airlines DC-10,5:30
RPLL,PHNL,Manila,flag_ph,Honolulu,flag_us,Philippine Airlines,PRVAtail,PR100,Philippine Airlines Airbus A330-300,10:00
PHNL,RPLL,Honolulu,flag_us,Manila,flag_ph,Philippine Airlines,PRVAtail,PR101,Philippine Airlines Airbus A330-300,10:30
RPLL,KSFO,Manila,flag_ph,San Francisco,flag_us,Philippine Airlines,PRVAtail,PR104,"Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A350",12:00
KSFO,RPLL,San Francisco,flag_us,Manila,flag_ph,Philippine Airlines,PRVAtail,PR105,"Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A350",13:30
RPLL,KLAX,Manila,flag_ph,Los Angeles,flag_us,Philippine Airlines,PRVAtail,PR112,"Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A350",12:25
KLAX,RPLL,Los Angeles,flag_us,Manila,flag_ph,Philippine Airlines,PRVAtail,PR113,"Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A350",14:10
RPLL,CYVR,Manila,flag_ph,Vancouver,flag_ca,Philippine Airlines,PRVAtail,PR116,Philippine Airlines Boeing 777-300ER,11:15
CYVR,RPLL,Vancouver,flag_ca,Manila,flag_ph,Philippine Airlines,PRVAtail,PR117,Philippine Airlines Boeing 777-300ER,13:15
RPLL,KSEA,Manila,flag_ph,Seattle,flag_us,Philippine Airlines,PRVAtail,PR124,Philippine Airlines Boeing 777-300ER,11:15
KSEA,RPLL,Seattle,flag_us,Manila,flag_ph,Philippine Airlines,PRVAtail,PR125,Philippine Airlines Boeing 777-300ER,13:15
RPLL,RPVF,Manila,flag_ph,Catarman,flag_ph,Philippine Airlines,PRVAtail,PR2079,PAL Express Bombardier Dash 8-Q400,0:50
RPVF,RPLL,Catarman,flag_ph,Manila,flag_ph,Philippine Airlines,PRVAtail,PR2080,PAL Express Bombardier Dash 8-Q400,0:50
RPLL,RPVM,Manila,flag_ph,Cebu,flag_ph,Philippine Airlines,PRVAtail,PR2845H,Philippine Airlines Boeing 747-400,0:50
RPVM,RPLL,Cebu,flag_ph,Manila,flag_ph,Philippine Airlines,PRVAtail,PR2846H,Philippine Airlines Boeing 747-400,0:50
RPLL,VHHH,Manila,flag_ph,Hong Kong,flag_hk,Philippine Airlines,PRVAtail,PR318,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A321, Philippine Airlines Airbus A350",1:40
VHHH,RPLL,Hong Kong,flag_hk,Manila,flag_ph,Philippine Airlines,PRVAtail,PR319,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A321, Philippine Airlines Airbus A350",1:50
RJTT,RPLL,Tokyo Haneda,flag_jp,Manila,flag_ph,Philippine Airlines,PRVAtail,PR423,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A321, Philippine Airlines Airbus A350",4:15
RPLL,RJTT,Manila,flag_ph,Tokyo Haneda,flag_jp,Philippine Airlines,PRVAtail,PR424,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER, Philippine Airlines Airbus A321, Philippine Airlines Airbus A350",3:50
RJAA,RPVM,Tokyo Narita,flag_jp,Cebu,flag_ph,Philippine Airlines,PRVAtail,PR433,"Philippine Airlines Airbus A330-300, Philippine Airlines Airbus A321",4:30
RPVM,RJAA,Cebu,flag_ph,Tokyo Narita,flag_jp,Philippine Airlines,PRVAtail,PR434,"Philippine Airlines Airbus A330-300, Philippine Airlines Airbus A321",4:00
RPLL,VVTS,Manila,flag_ph,Ho Chi Minh City,flag_vn,Philippine Airlines,PRVAtail,PR591,"Philippine Airlines Airbus A330-300, Philippine Airlines Airbus A350",2:10
VVTS,RPLL,Ho Chi Minh City,flag_vn,Manila,flag_ph,Philippine Airlines,PRVAtail,PR592,"Philippine Airlines Airbus A330-300, Philippine Airlines Airbus A350",2:25
RPLL,OMDB,Manila,flag_ph,Dubai,flag_ae,Philippine Airlines,PRVAtail,PR658,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER",8:40
OMDB,RPLL,Dubai,flag_ae,Manila,flag_ph,Philippine Airlines,PRVAtail,PR659,"Philippine Airlines Airbus A330-300, Philippine Airlines Boeing 777-300ER",8:20
RPLL,VTBS,Manila,flag_ph,Bangkok,flag_th,Philippine Airlines,PRVAtail,PR834H (A),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",3:30
VTBS,OPKC,Bangkok,flag_th,Karachi,flag_pk,Philippine Airlines,PRVAtail,PR834H (B),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",5:25
OPKC,OBBI,Karachi,flag_pk,Bahrain,flag_bh,Philippine Airlines,PRVAtail,PR834H (C),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",2:55
OBBI,LGAV,Bahrain,flag_bh,Athens,flag_gr,Philippine Airlines,PRVAtail,PR834H (D),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",4:20
LGAV,LIRF,Athens,flag_gr,Rome,flag_it,Philippine Airlines,PRVAtail,PR834H (E),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",2:10
LIRF,EDDF,Rome,flag_it,Frankfurt,flag_de,Philippine Airlines,PRVAtail,PR834H (F),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:55
EDDF,EHAM,Frankfurt,flag_de,Amsterdam,flag_nl,Philippine Airlines,PRVAtail,PR834H (G),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:10
EHAM,EGKK,Amsterdam,flag_nl,London Gatwick,flag_gb,Philippine Airlines,PRVAtail,PR834H (H),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:10
EGKK,EHAM,London Gatwick,flag_gb,Amsterdam,flag_nl,Philippine Airlines,PRVAtail,PR835H (A),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:10
EHAM,EDDF,Amsterdam,flag_nl,Frankfurt,flag_de,Philippine Airlines,PRVAtail,PR835H (B),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:10
EDDF,LIRF,Frankfurt,flag_de,Rome,flag_it,Philippine Airlines,PRVAtail,PR835H (C),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:55
LIRF,LGAV,Rome,flag_it,Athens,flag_gr,Philippine Airlines,PRVAtail,PR835H (D),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",1:55
LGAV,OBBI,Athens,flag_gr,Bahrain,flag_bh,Philippine Airlines,PRVAtail,PR835H (E),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",3:45
OBBI,OPKC,Bahrain,flag_bh,Karachi,flag_pk,Philippine Airlines,PRVAtail,PR835H (F),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",2:35
OPKC,VTBS,Karachi,flag_pk,Bangkok,flag_th,Philippine Airlines,PRVAtail,PR835H (G),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",4:50
VTBS,RPLL,Bangkok,flag_th,Manila,flag_ph,Philippine Airlines,PRVAtail,PR835H (H),"Philippine Airlines Boeing 747-400, Philippine Airlines MD-11",3:15
OMDB,OERK,Dubai,flag_ae,Riyadh,flag_sa,Riyadh Air,RXVATail,RX001,Generic Boeing 787-9,2:00
OERK,OMDB,Riyadh,flag_sa,Dubai,flag_ae,Riyadh Air,RXVATail,RX002,Generic Boeing 787-9,1:55
WSSS,OERK,Singapore,flag_sg,Riyadh,flag_sa,Riyadh Air,RXVATail,RX005,Generic Boeing 787-9,7:55
OERK,WSSS,Riyadh,flag_sa,Singapore,flag_sg,Riyadh Air,RXVATail,RX006,Generic Boeing 787-9,7:40
ZBAA,OERK,Beijing,flag_cn,Riyadh,flag_sa,Riyadh Air,RXVATail,RX007,Generic Boeing 787-9,11:30
OERK,ZBAA,Riyadh,flag_sa,Beijing,flag_cn,Riyadh Air,RXVATail,RX008,Generic Boeing 787-9,9:20
OERK,ZSPD,Riyadh,flag_sa,Shanghai Pudong,flag_cn,Riyadh Air,RXVATail,RX011,Generic Boeing 787-9,11:50
ZSPD,OERK,Shanghai Pudong,flag_cn,Riyadh,flag_sa,Riyadh Air,RXVATail,RX012,Generic Boeing 787-9,9:50
KATL,OERK,Atlanta,flag_us,Riyadh,flag_sa,Riyadh Air,RXVATail,RX013,Generic Boeing 787-9,14:05
OERK,KATL,Riyadh,flag_sa,Atlanta,flag_us,Riyadh Air,RXVATail,RX014,Generic Boeing 787-9,12:20
KLAX,OERK,Los Angeles,flag_us,Riyadh,flag_sa,Riyadh Air,RXVATail,RX015,Generic Boeing 787-9,15:05
OERK,KLAX,Riyadh,flag_sa,Los Angeles,flag_us,Riyadh Air,RXVATail,RX016,Generic Boeing 787-9,15:55
KJFK,OERK,New York JFK,flag_us,Riyadh,flag_sa,Riyadh Air,RXVATail,RX017,Generic Boeing 787-9,12:00
OERK,KJFK,Riyadh,flag_sa,New York JFK,flag_us,Riyadh Air,RXVATail,RX018,Generic Boeing 787-9,14:10
OERK,HECA,Riyadh,flag_sa,Cairo,flag_eg,Riyadh Air,RXVATail,RX019,Generic Boeing 787-9,2:35
HECA,OERK,Cairo,flag_eg,Riyadh,flag_sa,Riyadh Air,RXVATail,RX020,Generic Boeing 787-9,3:05
LTFM,OERK,Istanbul,flag_tr,Riyadh,flag_sa,Riyadh Air,RXVATail,RX021,Generic Boeing 787-9,4:15
OERK,LTFM,Riyadh,flag_sa,Istanbul,flag_tr,Riyadh Air,RXVATail,RX022,Generic Boeing 787-9,4:10
EGCC,OERK,Manchester,flag_gb,Riyadh,flag_sa,Riyadh Air,RXVATail,RX023,Generic Boeing 787-9,6:00
OERK,EGCC,Riyadh,flag_sa,Manchester,flag_gb,Riyadh Air,RXVATail,RX024,Generic Boeing 787-9,6:50
LFPG,OERK,Paris Charles de Gaulle,flag_fr,Riyadh,flag_sa,Riyadh Air,RXVATail,RX025,Generic Boeing 787-9,6:10
OERK,LFPG,Riyadh,flag_sa,Paris Charles de Gaulle,flag_fr,Riyadh Air,RXVATail,RX026,Generic Boeing 787-9,6:55
OEJN,OERK,Jeddah,flag_sa,Riyadh,flag_sa,Riyadh Air,RXVATail,RX031,Generic Boeing 787-9,1:35
OERK,OEJN,Riyadh,flag_sa,Jeddah,flag_sa,Riyadh Air,RXVATail,RX032,Generic Boeing 787-9,1:35
OERK,OMAA,Riyadh,flag_sa,Abu Dhabi,flag_ae,Riyadh Air,RXVATail,RX033,Generic Boeing 787-9,2:00
OMAA,OERK,Abu Dhabi,flag_ae,Riyadh,flag_sa,Riyadh Air,RXVATail,RX034,Generic Boeing 787-9,2:10
OEDF,OERK,Dammam,flag_sa,Riyadh,flag_sa,Riyadh Air,RXVATail,RX035,Generic Boeing 787-9,1:15
OERK,OEDF,Riyadh,flag_sa,Dammam,flag_sa,Riyadh Air,RXVATail,RX036,Generic Boeing 787-9,1:10
OEMA,OERK,Medina,flag_sa,Riyadh,flag_sa,Riyadh Air,RXVATail,RX037,Generic Boeing 787-9,1:25
OERK,OEMA,Riyadh,flag_sa,Medina,flag_sa,Riyadh Air,RXVATail,RX038,Generic Boeing 787-9,1:25
FAOR,FIMP,Johannesburg,flag_za,Mauritius,flag_mu,South African,SAVATail,SA190,"South African Airways Airbus A330-300, Generic Airbus A320, South African Airways Boeing 737-800",3:30
FIMP,FAOR,Mauritius,flag_mu,Johannesburg,flag_za,South African,SAVATail,SA191,"South African Airways Airbus A330-300, Generic Airbus A320, South African Airways Boeing 737-800",3:30
FACT,SBGR,Cape Town,flag_za,Sao Paulo,flag_br,South African,SAVATail,SA226,South African Airways Airbus A330-300,9:30
SBGR,FACT,Sao Paulo,flag_br,Cape Town,flag_za,South African,SAVATail,SA227,South African Airways Airbus A330-300,9:30
FAOR,LEMD,Johannesburg,flag_za,Madrid,flag_es,South African,SAVATail,SA232,South African Airways Airbus A340-600,9:30
LEMD,FAOR,Madrid,flag_es,Johannesburg,flag_za,South African,SAVATail,SA233,South African Airways Airbus A340-600,9:30
FAOR,EGLL,Johannesburg,flag_za,London Heathrow,flag_gb,South African,SAVATail,SA234,"South African Airways Airbus A340-600, South African Airways Airbus A330-300, South African Airways Boeing 747-200",12:00
EGLL,FAOR,London Heathrow,flag_gb,Johannesburg,flag_za,South African,SAVATail,SA235,"South African Airways Airbus A340-600, South African Airways Airbus A330-300, South African Airways Boeing 747-200",12:00
FAOR,EDDF,Johannesburg,flag_za,Frankfurt,flag_de,South African,SAVATail,SA260,"South African Airways Airbus A340-600, South African Airways Airbus A330-300, South African Airways Boeing 747-200",11:00
EDDF,FAOR,Frankfurt,flag_de,Johannesburg,flag_za,South African,SAVATail,SA261,"South African Airways Airbus A340-600, South African Airways Airbus A330-300, South African Airways Boeing 747-200",11:00
FAOR,YPPH,Johannesburg,flag_za,Perth,flag_au,South African,SAVATail,SA280,"South African Airways Airbus A330-300, South African Airways Boeing 747-200",9:00
YPPH,FAOR,Perth,flag_au,Johannesburg,flag_za,South African,SAVATail,SA281,"South African Airways Airbus A330-300, South African Airways Boeing 747-200",9:00
FAOR,VHHH,Johannesburg,flag_za,Hong Kong,flag_hk,South African,SAVATail,SA286,South African Airways Airbus A340-600,14:00
VHHH,FAOR,Hong Kong,flag_hk,Johannesburg,flag_za,South African,SAVATail,SA287,South African Airways Airbus A340-600,14:00
FAOR,FZQA,Johannesburg,flag_za,Lubumbashi,flag_cd,South African,SAVATail,SA50,"Generic Airbus A320, South African Airways Boeing 737-800",2:30
FZQA,FAOR,Lubumbashi,flag_cd,Johannesburg,flag_za,South African,SAVATail,SA51,"Generic Airbus A320, South African Airways Boeing 737-800",2:30
FAOR,FNLU,Johannesburg,flag_za,Luanda,flag_ao,South African,SAVATail,SA54,"Generic Airbus A320, South African Airways Boeing 737-800",4:00
FNLU,FAOR,Luanda,flag_ao,Johannesburg,flag_za,South African,SAVATail,SA55,"Generic Airbus A320, South African Airways Boeing 737-800",4:00
EBBR,GOBD,Brussels,flag_be,Dakar,flag_sn,Brussels Airlines,Brusselstail,SN205,Brussels Airlines Airbus A330-300,5:50
GOBD,EBBR,Dakar,flag_sn,Brussels,flag_be,Brussels Airlines,Brusselstail,SN206,Brussels Airlines Airbus A330-300,5:50
EBBR,EGLL,Brussels,flag_be,London Heathrow,flag_gb,Brussels Airlines,Brusselstail,SN2093,"Generic Airbus A320, Brussels Airlines Airbus A319",0:50
EGLL,EBBR,London Heathrow,flag_gb,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2094,"Generic Airbus A320, Brussels Airlines Airbus A319",0:50
EBBR,EKCH,Brussels,flag_be,Copenhagen,flag_dk,Brussels Airlines,Brusselstail,SN2257,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
EKCH,EBBR,Copenhagen,flag_dk,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2258,"Generic Airbus A320, Brussels Airlines Airbus A319",1:20
EBBR,DIAP,Brussels,flag_be,Abidjan,flag_ci,Brussels Airlines,Brusselstail,SN229,Brussels Airlines Airbus A330-300,6:40
DIAP,EBBR,Abidjan,flag_ci,Brussels,flag_be,Brussels Airlines,Brusselstail,SN231,Brussels Airlines Airbus A330-300,6:40
EBBR,EPWA,Brussels,flag_be,Warsaw,flag_pl,Brussels Airlines,Brusselstail,SN2553,"Generic Airbus A320, Brussels Airlines Airbus A319",1:50
EPWA,EBBR,Warsaw,flag_pl,Brussels,flag_be,Brussels Airlines,Brusselstail,SN2554,"Generic Airbus A320, Brussels Airlines Airbus A319",1:50
